CustomerID,Date,Items
2295,2015-02-25,"['nuts/prunes', 'rolls/buns', 'fruit/vegetable juice', 'pastry']"
3275,2015-10-26,"['whole milk', 'napkins', 'flour']"
1337,2015-12-25,"['other vegetables', 'bottled water']"
4676,2014-02-21,"['rolls/buns', 'margarine']"
2643,2015-04-21,"['whole milk', 'tropical fruit']"
3701,2015-04-15,"['long life bakery product', 'shopping bags']"
4386,2015-09-08,"['citrus fruit', 'pip fruit']"
1248,2014-03-25,['margarine']
1533,2015-11-07,"['citrus fruit', 'other vegetables']"
3793,2015-01-22,"['pastry', 'canned beer']"
3908,2015-07-10,"['sausage', 'pot plants']"
3323,2014-02-08,"['brown bread', 'pastry']"
4036,2014-08-03,"['cream cheese ', 'pastry']"
1625,2014-09-08,"['rice', 'zwieback']"
2509,2015-02-03,"['rolls/buns', 'yogurt']"
2785,2015-07-12,"['whole milk', 'semi-finished bread']"
3462,2014-10-11,"['rolls/buns', 'bottled water']"
4514,2014-07-17,"['other vegetables', 'red/blush wine']"
4773,2014-10-15,"['turkey', 'abrasive cleaner', 'canned beer']"
4081,2014-04-16,"['chocolate marshmallow', 'newspapers']"
3543,2015-10-11,"['frankfurter', 'whole milk', 'sugar', 'beef', 'waffles', 'white bread', 'frozen meals', 'curd', 'meat']"
3728,2015-06-12,"['waffles', 'specialty bar']"
3163,2014-11-09,"['yogurt', 'salty snack']"
3676,2015-10-24,"['sausage', 'kitchen towels', 'canned beer']"
1069,2014-05-20,"['fruit/vegetable juice', 'brown bread']"
3108,2014-03-25,"['bottled beer', 'whole milk', 'domestic eggs']"
3604,2014-09-13,"['yogurt', 'other vegetables', 'pork']"
2139,2014-04-13,"['soda', 'margarine']"
1048,2015-10-06,"['soda', 'whole milk', 'rolls/buns', 'condensed milk']"
3905,2015-06-19,"['berries', 'frozen meals', 'shopping bags']"
3389,2014-07-20,"['newspapers', 'ice cream']"
2165,2015-04-27,"['coffee', 'chicken']"
3083,2014-03-29,"['whole milk', 'tropical fruit']"
4494,2015-01-06,"['rolls/buns', 'ice cream']"
1465,2015-06-26,"['sausage', 'meat', 'other vegetables', 'shopping bags']"
2395,2014-06-04,"['margarine', 'tropical fruit']"
1477,2015-05-13,"['bottled beer', 'berries']"
4303,2015-04-08,"['specialty chocolate', 'cream cheese ', 'other vegetables', 'canned beer']"
3545,2014-11-29,"['curd', 'canned beer']"
3513,2015-05-29,"['bottled beer', 'waffles', 'onions']"
1777,2015-04-22,"['whole milk', 'tropical fruit']"
1194,2014-02-27,"['napkins', 'pip fruit']"
1211,2014-12-12,"['domestic eggs', 'finished products']"
4437,2014-11-13,"['napkins', 'other vegetables']"
3295,2015-07-28,"['root vegetables', 'rum', 'hamburger meat', 'house keeping products', 'sausage']"
1724,2014-04-04,"['coffee', 'chicken', 'salty snack']"
1665,2015-04-11,"['UHT-milk', 'whole milk']"
2967,2015-02-06,"['domestic eggs', 'yogurt']"
3699,2015-12-12,"['chocolate', 'butter', 'pastry']"
2796,2014-02-16,"['whipped/sour cream', 'oil']"
3246,2014-05-21,"['root vegetables', 'rolls/buns']"
4635,2015-10-16,"['butter', 'sugar']"
4126,2014-04-22,"['other vegetables', 'brown bread']"
2173,2014-12-15,"['other vegetables', 'pastry']"
4760,2014-10-16,"['whole milk', 'curd', 'bottled water', 'dessert']"
1153,2015-10-26,"['mustard', 'soft cheese', 'frankfurter']"
1249,2014-01-01,"['coffee', 'citrus fruit']"
1883,2014-06-08,"['butter', 'pork']"
1290,2014-02-18,"['rice', 'margarine']"
3461,2015-06-26,"['soda', 'yogurt']"
1479,2015-05-14,"['berries', 'brown bread', 'rolls/buns', 'other vegetables', 'pip fruit', 'sausage', 'sauces']"
1961,2015-12-15,"['rolls/buns', 'brown bread']"
1081,2015-03-06,"['newspapers', 'frankfurter', 'whole milk', 'other vegetables', 'pastry']"
3170,2014-03-29,"['white bread', 'beverages']"
4870,2014-07-01,"['soda', 'bottled water']"
2885,2014-12-26,"['butter', 'long life bakery product']"
4338,2015-01-25,"['cream cheese ', 'pip fruit']"
2909,2014-01-18,"['whole milk', 'frozen fish']"
4494,2015-08-06,"['beef', 'frozen meals', 'white bread']"
4214,2015-03-20,"['root vegetables', 'sausage']"
2592,2015-04-23,"['fruit/vegetable juice', 'margarine', 'sugar']"
2101,2015-04-10,"['citrus fruit', 'onions']"
2293,2014-03-31,"['napkins', 'candy', 'other vegetables']"
4979,2014-11-18,"['whole milk', 'brown bread']"
1491,2015-10-17,"['root vegetables', 'other vegetables']"
1023,2014-05-17,"['chicken', 'frozen meals']"
1969,2014-01-05,"['jam', 'fruit/vegetable juice', 'other vegetables', 'cat food']"
3835,2014-10-15,"['bottled beer', 'fruit/vegetable juice']"
4349,2014-08-11,"['pickled vegetables', 'cream cheese ']"
4089,2014-03-18,"['bottled water', 'dessert']"
3128,2015-07-21,"['newspapers', 'bottled water', 'dessert']"
3795,2014-02-04,"['hard cheese', 'herbs', 'sugar', 'misc. beverages']"
4645,2014-12-04,"['soda', 'white bread']"
4331,2014-05-25,"['coffee', 'margarine']"
1674,2014-06-30,"['chicken', 'ice cream', 'bottled water']"
4359,2014-03-02,"['rolls/buns', 'butter milk']"
3557,2015-02-02,"['soft cheese', 'bottled water', 'frankfurter']"
2943,2015-06-20,"['sausage', 'cocoa drinks']"
3094,2014-07-13,"['soda', 'whipped/sour cream']"
1827,2014-11-17,"['root vegetables', 'bottled water', 'onions']"
2500,2015-12-06,"['pickled vegetables', 'fruit/vegetable juice', 'citrus fruit']"
4836,2015-11-13,"['soda', 'sliced cheese', 'zwieback', 'other vegetables', 'bottled beer', 'sausage']"
3759,2014-08-29,"['newspapers', 'shopping bags']"
1098,2015-08-05,"['specialty chocolate', 'tropical fruit', 'frankfurter', 'whole milk', 'citrus fruit', 'hard cheese', 'yogurt', 'canned beer']"
4376,2014-08-01,"['cereals', 'pork']"
4445,2014-04-25,"['rolls/buns', 'long life bakery product', 'light bulbs']"
4362,2015-05-08,"['ham', 'curd']"
2586,2015-10-26,"['cling film/bags', 'whipped/sour cream', 'meat']"
4943,2015-07-28,"['soda', 'sausage']"
3794,2015-04-28,"['soda', 'meat', 'bottled water']"
4048,2014-04-12,"['specialty chocolate', 'fruit/vegetable juice', 'rolls/buns']"
1434,2014-03-27,"['waffles', 'misc. beverages']"
2879,2015-04-18,"['chocolate', 'hair spray', 'rolls/buns']"
4825,2015-01-17,"['butter', 'ham', 'bottled water', 'brown bread']"
1584,2014-12-28,"['UHT-milk', 'pastry']"
4322,2014-07-25,"['coffee', 'misc. beverages']"
3876,2014-08-25,"['other vegetables', 'grapes']"
3214,2015-03-27,"['UHT-milk', 'long life bakery product', 'brown bread', 'baking powder', 'butter milk', 'butter', 'canned beer']"
2662,2014-12-05,"['tropical fruit', 'artif. sweetener']"
3893,2014-10-09,"['newspapers', 'sausage']"
2502,2015-02-07,"['berries', 'chicken', 'whole milk', 'instant coffee', 'citrus fruit']"
3081,2014-09-23,"['white wine', 'brown bread']"
1607,2014-10-05,"['other vegetables', 'onions']"
4067,2014-01-13,"['specialty chocolate', 'whole milk']"
4551,2015-07-28,"['chicken', 'artif. sweetener']"
2633,2015-11-27,"['newspapers', 'waffles', 'other vegetables']"
1374,2015-03-10,"['pip fruit', 'whole milk', 'salty snack']"
4262,2015-09-11,"['whole milk', 'soft cheese', 'pip fruit']"
4558,2015-04-05,"['whipped/sour cream', 'tropical fruit']"
4947,2014-11-24,"['rum', 'rolls/buns']"
2980,2014-01-17,"['bottled beer', 'cleaner', 'other vegetables']"
2252,2014-12-17,"['soda', 'spices', 'shopping bags']"
2579,2014-12-12,"['cream cheese ', 'yogurt']"
2120,2014-01-21,"['soda', 'napkins']"
2929,2014-10-22,"['cleaner', 'pastry']"
2226,2014-09-06,"['whole milk', 'sliced cheese']"
2271,2014-02-03,"['root vegetables', 'yogurt', 'processed cheese']"
2789,2014-11-02,"['curd', 'salty snack']"
2225,2015-04-28,"['rolls/buns', 'yogurt', 'pork', 'brown bread']"
1602,2014-03-15,"['yogurt', 'pip fruit']"
4847,2014-05-23,"['rolls/buns', 'shopping bags']"
3986,2015-07-23,"['coffee', 'bottled water']"
2511,2015-07-08,"['other vegetables', 'bottled water']"
1381,2014-01-01,"['soda', 'curd']"
1633,2014-07-05,"['ready soups', 'shopping bags']"
1619,2014-09-21,"['root vegetables', 'waffles', 'whipped/sour cream']"
3982,2014-05-27,"['meat', 'dessert']"
4048,2014-07-03,"['margarine', 'ice cream']"
2332,2014-09-14,"['bathroom cleaner', 'beverages']"
4396,2015-06-12,"['beef', 'salt']"
3956,2014-10-26,"['domestic eggs', 'Instant food products', 'sugar']"
2340,2015-07-12,"['berries', 'sausage', 'soda', 'yogurt']"
2729,2014-05-22,"['soft cheese', 'spices']"
1630,2014-10-22,"['whole milk', 'rolls/buns']"
4849,2014-04-14,"['root vegetables', 'sliced cheese', 'shopping bags']"
4370,2014-05-27,"['yogurt', 'curd', 'pastry']"
2825,2015-12-29,"['root vegetables', 'sausage']"
4094,2014-10-21,"['fruit/vegetable juice', 'canned beer']"
3251,2014-06-26,"['soda', 'whole milk']"
2272,2014-06-05,"['whole milk', 'napkins']"
1561,2014-01-19,"['cream cheese ', 'onions']"
4214,2015-10-07,"['rolls/buns', 'citrus fruit', 'long life bakery product']"
1147,2014-05-01,"['soda', 'whole milk']"
3084,2014-10-27,"['white wine', 'rolls/buns']"
3247,2015-01-13,"['root vegetables', 'rolls/buns', 'sugar', 'misc. beverages', 'spread cheese', 'UHT-milk']"
3432,2015-04-04,"['white bread', 'rolls/buns']"
1595,2015-04-11,"['soda', 'pip fruit']"
4998,2015-10-14,"['rolls/buns', 'curd']"
1282,2014-10-24,"['snack products', 'other vegetables']"
2396,2014-08-21,"['canned vegetables', 'sugar']"
1866,2014-08-29,"['chocolate', 'whole milk', 'yogurt']"
1338,2014-04-03,"['meat', 'curd']"
2897,2015-01-27,"['yogurt', 'zwieback']"
3077,2014-04-01,"['root vegetables', 'domestic eggs']"
4466,2015-08-20,"['whole milk', 'frozen vegetables', 'ham', 'citrus fruit', 'yogurt']"
4702,2015-11-08,"['brown bread', 'other vegetables', 'pot plants', 'kitchen towels', 'grapes']"
1574,2014-01-15,"['whole milk', 'flour']"
2654,2015-08-17,"['coffee', 'curd', 'frankfurter']"
1921,2014-08-17,"['hygiene articles', 'tropical fruit']"
2003,2014-11-30,"['liquor', 'baking powder']"
3082,2014-08-04,"['brown bread', 'frankfurter']"
4391,2014-10-19,"['UHT-milk', 'specialty cheese']"
3237,2015-06-28,"['candy', 'frozen vegetables', 'other vegetables', 'butter milk', 'UHT-milk', 'fruit/vegetable juice']"
3207,2014-04-24,"['sparkling wine', 'yogurt']"
1878,2014-06-09,"['rolls/buns', 'canned beer']"
2649,2014-02-18,"['whole milk', 'hard cheese']"
1289,2014-08-09,"['root vegetables', 'spread cheese']"
1080,2014-11-02,"['soda', 'canned beer']"
1867,2014-03-18,"['frozen vegetables', 'other vegetables']"
3737,2014-12-22,"['whipped/sour cream', 'other vegetables']"
3756,2015-07-22,"['soda', 'bottled water']"
4745,2015-04-12,"['bottled beer', 'rolls/buns', 'soda']"
4209,2014-03-18,"['chocolate', 'newspapers']"
4432,2015-05-28,"['whole milk', 'female sanitary products']"
1983,2014-07-21,['whole milk']
3148,2014-10-25,"['chocolate', 'shopping bags']"
1383,2014-03-24,"['whipped/sour cream', 'onions']"
1664,2014-10-01,"['soda', 'rolls/buns', 'misc. beverages']"
1793,2015-05-19,"['white wine', 'male cosmetics', 'ice cream', 'canned beer']"
4261,2014-06-13,"['whole milk', 'fruit/vegetable juice', 'rolls/buns']"
1312,2015-05-18,"['oil', 'frankfurter']"
2233,2015-04-10,"['bottled beer', 'whole milk']"
1479,2014-04-24,"['liquor (appetizer)', 'tropical fruit']"
1026,2014-06-18,"['root vegetables', 'long life bakery product']"
4048,2015-05-08,"['rolls/buns', 'other vegetables', 'domestic eggs']"
1995,2014-11-04,"['white bread', 'fruit/vegetable juice', 'other vegetables']"
1333,2015-04-03,"['brown bread', 'frozen vegetables', 'frozen meals', 'chocolate', 'sausage', 'canned beer']"
2629,2014-04-29,"['frozen vegetables', 'onions']"
2838,2015-11-10,"['vinegar', 'rolls/buns', 'bottled water']"
3732,2015-07-18,"['root vegetables', 'nuts/prunes', 'white wine', 'pastry']"
3635,2015-06-19,"['newspapers', 'finished products']"
2680,2014-03-16,"['other vegetables', 'frozen meals']"
3982,2015-07-25,"['sausage', 'yogurt']"
2842,2015-07-29,"['whole milk', 'sausage']"
3185,2014-06-12,"['misc. beverages', 'candy', 'yogurt', 'oil']"
4289,2015-10-08,"['chicken', 'pork', 'other vegetables', 'curd', 'hard cheese']"
2095,2015-09-29,"['beverages', 'other vegetables']"
3751,2014-01-11,"['specialty chocolate', 'pet care']"
3745,2014-12-09,"['pickled vegetables', 'other vegetables', 'frankfurter']"
1446,2014-03-26,"['pasta', 'shopping bags']"
4162,2015-12-22,"['red/blush wine', 'pip fruit', 'bottled beer', 'mustard', 'yogurt']"
1256,2014-10-14,"['other vegetables', 'sugar']"
4944,2015-10-03,"['semi-finished bread', 'other vegetables']"
4499,2015-08-23,"['other vegetables', 'pip fruit']"
3282,2014-10-26,"['rolls/buns', 'kitchen towels']"
4293,2015-07-05,"['root vegetables', 'rolls/buns', 'flower (seeds)']"
1561,2015-06-05,"['chewing gum', 'whole milk', 'dog food', 'dish cleaner', 'flour', 'flower (seeds)']"
3646,2014-05-12,"['coffee', 'rolls/buns', 'dessert']"
2305,2014-10-18,"['tropical fruit', 'shopping bags']"
4682,2015-05-17,"['sausage', 'other vegetables']"
2363,2015-05-22,"['white wine', 'beef', 'whipped/sour cream', 'frozen meals', 'pastry']"
2730,2015-11-10,"['root vegetables', 'newspapers', 'beef', 'frozen potato products', 'butter']"
3495,2014-10-22,"['domestic eggs', 'candy']"
4125,2015-06-14,"['whole milk', 'other vegetables']"
2157,2015-10-29,"['fish', 'meat']"
2212,2015-08-27,"['newspapers', 'hamburger meat', 'dessert']"
4960,2015-08-15,"['other vegetables', 'salty snack']"
2078,2015-10-16,"['newspapers', 'tropical fruit', 'pork']"
1923,2014-06-02,"['domestic eggs', 'tropical fruit']"
2196,2015-08-23,"['soda', 'tropical fruit', 'bottled water', 'other vegetables']"
1410,2015-11-08,"['UHT-milk', 'soda', 'salty snack']"
4499,2014-12-20,"['canned vegetables', 'fruit/vegetable juice']"
2536,2015-11-07,"['whole milk', 'pastry']"
2048,2014-02-24,"['semi-finished bread', 'pip fruit']"
2587,2014-10-29,"['margarine', 'flower (seeds)']"
3828,2015-06-15,"['canned fish', 'pasta', 'yogurt']"
3521,2014-12-25,"['soda', 'yogurt']"
3367,2014-02-27,"['sausage', 'long life bakery product']"
4700,2014-10-19,"['baking powder', 'other vegetables']"
3920,2014-02-17,"['soda', 'whole milk', 'brandy']"
3893,2014-05-16,"['soda', 'roll products ']"
2434,2015-09-18,"['soda', 'cling film/bags', 'coffee']"
4432,2015-09-25,"['coffee', 'canned beer']"
1987,2014-12-26,"['chocolate', 'long life bakery product']"
3679,2015-08-30,"['rolls/buns', 'other vegetables', 'shopping bags', 'frankfurter']"
2362,2014-04-05,"['specialty bar', 'onions']"
2069,2014-11-12,"['canned fish', 'newspapers']"
1991,2014-05-13,"['soda', 'newspapers', 'long life bakery product']"
3424,2014-05-08,"['root vegetables', 'whole milk', 'other vegetables', 'frozen meals']"
1012,2015-03-27,"['whole milk', 'processed cheese']"
3830,2014-07-28,"['yogurt', 'canned beer']"
1246,2014-06-13,"['berries', 'tropical fruit']"
1865,2015-12-03,"['margarine', 'butter milk']"
2335,2015-01-13,"['whole milk', 'other vegetables', 'ice cream']"
1761,2014-07-26,"['UHT-milk', 'tropical fruit']"
3184,2015-11-20,"['fruit/vegetable juice', 'citrus fruit']"
2322,2014-01-19,"['newspapers', 'sweet spreads']"
1599,2015-05-29,"['berries', 'tropical fruit', 'other vegetables', 'pot plants', 'shopping bags']"
1866,2015-07-13,"['chicken', 'pastry']"
3793,2014-09-07,"['whole milk', 'other vegetables']"
1765,2014-10-21,"['fruit/vegetable juice', 'rolls/buns']"
1107,2014-07-22,"['semi-finished bread', 'rolls/buns']"
3761,2014-08-07,"['whipped/sour cream', 'soft cheese']"
2309,2015-03-23,"['yogurt', 'citrus fruit']"
1345,2014-04-08,"['soda', 'rolls/buns', 'shopping bags']"
1544,2015-02-25,"['dessert', 'salty snack']"
1612,2014-12-25,"['soups', 'yogurt', 'citrus fruit', 'ice cream']"
3419,2015-12-05,"['curd', 'rolls/buns', 'red/blush wine', 'dessert']"
4954,2015-06-10,"['UHT-milk', 'beverages']"
2584,2014-05-18,"['chicken', 'domestic eggs']"
1940,2015-06-04,"['whole milk', 'rolls/buns']"
1472,2015-02-11,"['bottled beer', 'yogurt', 'other vegetables']"
2637,2014-06-18,"['whole milk', 'fruit/vegetable juice']"
3888,2014-10-16,"['butter', 'pork']"
4629,2014-09-24,"['whipped/sour cream', 'shopping bags']"
2236,2014-11-27,"['brandy', 'rolls/buns', 'citrus fruit', 'candy']"
2604,2015-09-20,"['dishes', 'tropical fruit', 'bottled water']"
1347,2015-03-27,"['beef', 'pip fruit']"
2835,2014-05-10,"['whole milk', 'rolls/buns']"
2534,2015-08-09,"['soda', 'bottled water', 'pet care']"
1433,2014-09-22,"['napkins', 'yogurt', 'brown bread', 'salty snack']"
2125,2015-06-25,"['whipped/sour cream', 'frozen meals']"
3660,2014-07-28,"['chocolate', 'pastry']"
4771,2014-03-06,"['coffee', 'specialty vegetables']"
4280,2015-12-06,"['white wine', 'pasta', 'ham']"
3932,2014-05-07,"['coffee', 'bottled beer']"
2713,2014-05-08,"['specialty chocolate', 'ketchup']"
4677,2015-01-24,"['butter', 'whole milk']"
4574,2015-11-27,"['bottled beer', 'whole milk']"
2448,2014-07-15,"['soda', 'hard cheese']"
2255,2015-12-18,"['cake bar', 'pip fruit']"
1767,2015-10-24,"['other vegetables', 'pastry']"
4784,2015-09-11,"['root vegetables', 'napkins', 'coffee']"
2688,2014-10-18,"['whipped/sour cream', 'canned beer']"
1628,2014-10-25,"['whole milk', 'pastry']"
1435,2015-01-14,"['fruit/vegetable juice', 'prosecco', 'pork', 'canned beer']"
3966,2014-06-19,"['root vegetables', 'frozen vegetables']"
1086,2014-12-10,"['whipped/sour cream', 'ice cream']"
4773,2015-10-31,"['yogurt', 'other vegetables', 'salty snack']"
1432,2014-02-18,"['berries', 'specialty bar', 'cat food', 'pip fruit']"
1711,2015-03-21,"['bottled beer', 'citrus fruit', 'shopping bags']"
1855,2014-07-16,"['domestic eggs', 'other vegetables', 'skin care']"
1654,2014-09-08,"['butter', 'whole milk']"
3921,2014-06-16,"['chicken', 'misc. beverages']"
4526,2014-12-17,['soda']
3450,2014-11-26,"['pip fruit', 'pastry']"
2360,2015-02-18,"['rolls/buns', 'other vegetables']"
2421,2015-10-27,"['frozen vegetables', 'candy', 'other vegetables', 'sausage']"
3540,2014-02-23,"['cream cheese ', 'salt']"
1443,2014-08-25,"['tropical fruit', 'bottled water', 'dessert']"
2009,2014-06-03,"['pork', 'pastry']"
4766,2014-09-20,"['bottled water', 'shopping bags', 'frankfurter']"
1532,2014-10-11,"['liquor (appetizer)', 'yogurt', 'rolls/buns']"
3258,2014-09-21,"['berries', 'soap']"
1997,2014-10-30,"['soda', 'shopping bags']"
3124,2015-04-09,"['whole milk', 'rolls/buns', 'citrus fruit']"
2577,2014-03-08,"['root vegetables', 'butter']"
4137,2014-09-12,"['curd', 'shopping bags']"
3013,2014-08-07,"['ice cream', 'sauces']"
3449,2015-11-29,"['soda', 'rolls/buns', 'pork', 'brown bread']"
1801,2014-11-19,"['rolls/buns', 'pastry']"
2586,2015-07-10,"['UHT-milk', 'tropical fruit']"
3972,2014-05-04,"['rice', 'rolls/buns', 'chewing gum']"
3695,2014-03-21,"['margarine', 'dessert']"
1454,2014-05-03,"['chicken', 'fruit/vegetable juice']"
1632,2014-02-16,"['soda', 'brown bread', 'shopping bags']"
4917,2014-04-21,"['pork', 'pip fruit']"
2785,2014-12-30,"['chocolate', 'chicken']"
3373,2015-12-24,"['other vegetables', 'pip fruit']"
1379,2014-09-21,"['rolls/buns', 'bottled water']"
4010,2014-08-11,"['yogurt', 'other vegetables']"
4030,2015-08-15,"['yogurt', 'herbs', 'seasonal products', 'pastry']"
2751,2014-06-04,"['dental care', 'frozen meals']"
3649,2015-06-21,"['dishes', 'yogurt']"
3813,2014-12-25,"['beef', 'rolls/buns', 'specialty bar']"
1134,2014-12-04,"['other vegetables', 'oil']"
4326,2015-01-21,"['whole milk', 'beef']"
4495,2015-03-06,"['waffles', 'citrus fruit']"
2169,2014-06-25,"['bottled beer', 'pickled vegetables', 'tropical fruit']"
2813,2014-02-17,"['chocolate', 'tropical fruit', 'cake bar']"
4182,2015-08-21,"['chewing gum', 'pastry']"
3731,2014-05-29,"['canned vegetables', 'tropical fruit']"
1583,2015-07-28,"['newspapers', 'frankfurter', 'pastry', 'honey', 'sausage']"
1573,2014-04-20,"['butter', 'tropical fruit']"
3246,2014-10-04,['yogurt']
3225,2014-06-25,"['white wine', 'ice cream']"
2698,2014-10-14,"['whole milk', 'other vegetables']"
1949,2015-03-17,"['whole milk', 'tropical fruit']"
2133,2015-08-05,"['soda', 'whole milk', 'shopping bags']"
4035,2015-08-03,"['chicken', 'whole milk', 'frozen vegetables', 'sausage', 'packaged fruit/vegetables']"
4171,2014-01-07,['whole milk']
3684,2014-01-05,"['newspapers', 'rolls/buns']"
3913,2015-02-19,"['ham', 'other vegetables']"
1308,2015-03-14,"['root vegetables', 'pork']"
1899,2014-02-07,"['soda', 'fruit/vegetable juice']"
2485,2015-02-17,"['pork', 'onions']"
4340,2015-01-26,"['soda', 'whole milk']"
4490,2014-01-21,"['whole milk', 'domestic eggs', 'bottled water', 'processed cheese']"
4259,2014-12-16,"['ice cream', 'pastry']"
2939,2014-11-02,"['bottled water', 'grapes']"
2253,2014-12-16,"['root vegetables', 'butter milk']"
4590,2014-08-19,"['soda', 'candy']"
1130,2015-09-18,"['root vegetables', 'bottled water', 'dessert', 'frankfurter']"
4794,2014-10-02,"['root vegetables', 'beverages']"
2851,2014-11-14,"['tropical fruit', 'onions']"
3593,2014-09-21,"['rolls/buns', 'citrus fruit']"
4776,2015-02-08,"['butter', 'sausage', 'cream cheese ']"
2990,2014-08-15,"['long life bakery product', 'packaged fruit/vegetables']"
2723,2015-05-07,"['white wine', 'tropical fruit']"
3514,2014-07-23,"['soda', 'frozen meals']"
1231,2015-10-14,"['root vegetables', 'sausage']"
2017,2014-10-07,"['coffee', 'dog food', 'seasonal products']"
3248,2015-06-19,"['citrus fruit', 'pork']"
4841,2015-09-13,"['chicken', 'citrus fruit']"
3066,2015-05-05,"['other vegetables', 'bottled water']"
4149,2015-03-20,"['pasta', 'fruit/vegetable juice']"
3059,2014-07-12,"['meat', 'misc. beverages']"
3760,2015-11-03,"['soda', 'other vegetables']"
3248,2014-04-16,"['UHT-milk', 'processed cheese']"
2716,2014-09-03,"['yogurt', 'bottled water', 'pastry']"
4079,2014-03-18,"['root vegetables', 'curd']"
4335,2015-06-10,"['napkins', 'sausage', 'other vegetables', 'shopping bags']"
4604,2015-12-09,"['margarine', 'other vegetables']"
1308,2014-08-21,"['white wine', 'waffles']"
1641,2014-08-17,"['candy', 'other vegetables']"
4968,2014-03-04,"['beef', 'margarine']"
4561,2014-01-27,"['berries', 'pastry']"
2747,2015-07-05,"['butter', 'whole milk']"
1472,2014-11-05,"['hygiene articles', 'yogurt']"
4986,2015-02-01,"['whole milk', 'other vegetables']"
3844,2014-06-24,"['soda', 'semi-finished bread', 'other vegetables']"
3584,2014-11-18,"['soda', 'hamburger meat']"
4194,2014-12-25,"['frozen vegetables', 'fruit/vegetable juice']"
4849,2015-05-17,"['berries', 'citrus fruit']"
3364,2014-07-14,"['chocolate', 'other vegetables']"
