CustomerID,Date,Items
1013,2015-10-02,"['white bread', 'domestic eggs', 'meat', 'roll products ']"
1014,2014-09-04,"['hamburger meat', 'butter milk']"
1014,2014-10-06,"['whole milk', 'rolls/buns']"
1014,2015-01-04,"['cookware', 'canned beer']"
1014,2015-10-03,"['bottled beer', 'whole milk', 'sausage', 'yogurt']"
1015,2014-06-28,"['chocolate', 'fruit/vegetable juice', 'rolls/buns']"
1015,2015-03-22,"['beef', 'salty snack']"
1015,2015-05-04,"['whole milk', 'citrus fruit']"
1016,2015-04-23,"['soft cheese', 'pip fruit']"
1016,2015-07-19,"['chicken', 'red/blush wine']"
1016,2015-09-30,"['frankfurter', 'rolls/buns', 'oil', 'pip fruit', 'mayonnaise']"
1016,2015-10-05,"['UHT-milk', 'bottled beer']"
1017,2014-02-21,"['root vegetables', 'other vegetables']"
1017,2014-06-19,"['beef', 'yogurt']"
1017,2014-10-14,"['brown bread', 'pet care']"
1017,2015-05-16,"['rolls/buns', 'other vegetables']"
1017,2015-09-30,"['soda', 'dessert', 'shopping bags']"
1018,2014-04-15,"['domestic eggs', 'beverages']"
1018,2014-05-27,"['berries', 'cake bar']"
1018,2014-10-01,"['long life bakery product', 'curd']"
1018,2015-05-23,"['root vegetables', 'butter milk']"
1019,2014-12-10,"['hamburger meat', 'red/blush wine']"
1020,2014-07-19,"['butter', 'newspapers', 'yogurt', 'frozen meals']"
1020,2014-08-12,"['shopping bags', 'canned beer']"
1020,2015-10-13,"['frozen fish', 'rolls/buns', 'spices', 'canned beer']"
1021,2014-05-30,"['butter', 'sliced cheese']"
1021,2015-10-22,"['tropical fruit', 'liquor', 'yogurt', 'curd']"
1021,2015-11-07,"['baking powder', 'rolls/buns']"
1022,2014-02-22,"['beef', 'napkins']"
1022,2014-03-25,"['whole milk', 'whipped/sour cream']"
1022,2014-06-07,"['sausage', 'fruit/vegetable juice']"
1023,2014-05-17,"['chicken', 'frozen meals']"
1023,2014-05-22,"['male cosmetics', 'curd']"
1023,2014-06-13,"['soda', 'domestic eggs']"
1023,2014-12-30,"['specialty bar', 'sausage', 'whipped/sour cream']"
1023,2015-01-06,"['root vegetables', 'whipped/sour cream', 'rolls/buns', 'packaged fruit/vegetables']"
1023,2015-06-28,"['bottled beer', 'white bread', 'yogurt', 'berries']"
1024,2015-08-10,"['root vegetables', 'fish', 'tropical fruit', 'other vegetables']"
1025,2014-02-06,"['coffee', 'shopping bags']"
1025,2014-03-10,"['cream cheese ', 'ham']"
1025,2015-08-19,"['UHT-milk', 'canned beer']"
1026,2014-03-08,"['pickled vegetables', 'sausage', 'rolls/buns', 'dessert']"
1026,2014-06-18,"['root vegetables', 'long life bakery product']"
1026,2014-08-23,"['yogurt', 'citrus fruit']"
1026,2015-03-15,"['candy', 'dental care', 'butter', 'fruit/vegetable juice', 'salty snack']"
1026,2015-05-28,"['root vegetables', 'whipped/sour cream', 'canned beer']"
1027,2014-05-14,"['softener', 'whole milk', 'salt']"
1027,2014-09-22,"['rolls/buns', 'bottled water']"
1027,2015-02-25,"['rolls/buns', 'red/blush wine']"
1027,2015-05-17,"['hamburger meat', 'pork']"
1028,2014-04-05,"['rolls/buns', 'sugar']"
1028,2014-04-24,"['baking powder', 'rolls/buns', 'bottled water', 'onions']"
1028,2014-11-10,"['soda', 'butter']"
1028,2015-06-02,"['flower (seeds)', 'onions', 'canned beer']"
1028,2015-07-11,"['root vegetables', 'specialty chocolate']"
1029,2015-03-14,"['ham', 'dessert']"
1031,2014-03-04,"['pot plants', 'ice cream']"
1031,2015-08-26,"['cream cheese ', 'beverages']"
1031,2015-10-15,"['berries', 'other vegetables']"
1032,2014-01-26,"['newspapers', 'whipped/sour cream']"
1032,2014-09-23,"['whole milk', 'white bread', 'shopping bags', 'pastry']"
1032,2015-06-15,"['berries', 'soda', 'cream cheese ', 'white bread', 'other vegetables', 'butter']"
1032,2015-07-13,"['whipped/sour cream', 'ice cream']"
1032,2015-08-23,"['root vegetables', 'yogurt']"
1033,2014-03-02,"['pastry', 'frankfurter']"
1033,2014-04-18,"['fruit/vegetable juice', 'dessert']"
1033,2014-04-21,"['snack products', 'sausage', 'rolls/buns']"
1033,2015-04-22,"['soda', 'rolls/buns', 'tropical fruit']"
1033,2015-06-15,"['chicken', 'waffles']"
1034,2014-02-24,"['cling film/bags', 'yogurt', 'cat food', 'pip fruit']"
1034,2014-04-28,"['domestic eggs', 'frozen meals', 'bottled water']"
1034,2014-05-13,"['newspapers', 'tropical fruit']"
1035,2014-06-25,"['whole milk', 'frozen vegetables']"
1035,2014-08-15,"['white bread', 'white wine', 'salt', 'pip fruit']"
1035,2015-04-24,"['whole milk', 'rolls/buns', 'yogurt']"
1035,2015-05-23,"['frozen vegetables', 'sausage']"
1035,2015-09-08,"['whole milk', 'newspapers']"
1036,2014-01-20,"['vinegar', 'fruit/vegetable juice']"
1037,2014-02-24,"['white bread', 'rolls/buns', 'tropical fruit']"
1037,2014-06-06,"['cake bar', 'citrus fruit', 'shopping bags', 'chewing gum']"
1037,2015-12-16,"['canned beer', 'yogurt', 'frankfurter']"
1038,2014-01-28,"['napkins', 'margarine']"
1038,2015-02-21,"['pork', 'fruit/vegetable juice', 'whole milk', 'butter', 'sausage']"
1038,2015-04-02,"['whole milk', 'whipped/sour cream', 'pip fruit']"
1038,2015-04-10,"['specialty chocolate', 'other vegetables']"
1038,2015-04-23,"['herbs', 'frozen meals', 'pip fruit']"
1038,2015-12-14,"['butter', 'whipped/sour cream', 'Instant food products', 'cake bar']"
1039,2015-05-31,"['rolls/buns', 'salty snack']"
1040,2014-06-14,"['rolls/buns', 'yogurt']"
1040,2014-09-03,"['whole milk', 'pasta', 'rolls/buns']"
1040,2014-10-24,"['root vegetables', 'white bread']"
1040,2015-11-26,"['chicken', 'tropical fruit', 'onions', 'packaged fruit/vegetables']"
1041,2014-06-13,"['frozen vegetables', 'chicken', 'candy']"
1041,2014-06-29,"['whole milk', 'tropical fruit', 'brown bread']"
1041,2014-07-07,"['dessert', 'prosecco']"
1041,2015-04-02,"['yogurt', 'hamburger meat']"
1042,2015-02-12,"['beef', 'dessert']"
1042,2015-05-22,"['citrus fruit', 'bottled water']"
1042,2015-10-16,"['whole milk', 'other vegetables']"
1043,2014-03-14,"['sliced cheese', 'tropical fruit']"
1043,2014-06-16,"['chocolate marshmallow', 'whole milk', 'napkins']"
1043,2015-01-10,"['whole milk', 'rolls/buns', 'citrus fruit']"
1044,2015-02-09,"['tropical fruit', 'other vegetables']"
1044,2015-10-25,"['root vegetables', 'curd']"
1045,2014-01-12,"['root vegetables', 'butter', 'yogurt']"
1045,2014-04-10,"['specialty chocolate', 'fruit/vegetable juice', 'Instant food products']"
1045,2015-11-25,"['chicken', 'onions']"
1046,2015-06-18,"['whole milk', 'pastry']"
1046,2015-06-24,"['pork', 'bottled water']"
1047,2014-12-17,"['soda', 'pip fruit']"
1047,2015-01-04,"['soda', 'curd']"
1047,2015-08-09,"['butter', 'sweet spreads']"
1048,2015-10-06,"['soda', 'whole milk', 'rolls/buns', 'condensed milk']"
1048,2015-10-18,"['rolls/buns', 'tropical fruit']"
1049,2014-01-07,"['margarine', 'specialty bar']"
1049,2015-07-01,"['butter', 'whole milk']"
1049,2015-08-04,"['white bread', 'candy']"
1049,2015-09-05,"['herbs', 'frankfurter']"
1050,2014-02-15,"['waffles', 'beverages']"
1050,2014-03-06,"['house keeping products', 'yogurt']"
1050,2014-05-30,"['pasta', 'yogurt', 'cat food']"
1050,2014-10-10,"['hygiene articles', 'whipped/sour cream']"
1050,2014-10-12,"['UHT-milk', 'dishes', 'other vegetables']"
1050,2015-05-04,"['whole milk', 'meat']"
1051,2014-01-13,"['bottled beer', 'hamburger meat']"
1051,2014-09-17,"['coffee', 'frozen vegetables', 'pork']"
1051,2014-12-26,['shopping bags']
1051,2015-08-12,"['soda', 'rolls/buns', 'other vegetables', 'dishes']"
1051,2015-10-12,"['female sanitary products', 'popcorn', 'tropical fruit', 'hamburger meat', 'other vegetables']"
1051,2015-11-10,"['fish', 'cream cheese ', 'tropical fruit', 'red/blush wine']"
1052,2014-01-04,"['beef', 'shopping bags']"
1052,2014-01-15,"['root vegetables', 'grapes']"
1052,2014-03-24,"['coffee', 'chicken', 'beverages']"
1052,2014-09-29,"['butter', 'dog food']"
1052,2014-10-13,"['soda', 'whole milk']"
1052,2014-11-20,"['bottled water', 'chewing gum']"
1052,2014-12-05,"['soda', 'hamburger meat']"
1052,2015-05-15,"['whipped/sour cream', 'frankfurter']"
1052,2015-07-06,"['margarine', 'yogurt', 'butter milk']"
1052,2015-10-27,"['pork', 'other vegetables', 'soft cheese', 'detergent', 'yogurt', 'shopping bags']"
1053,2014-04-30,['soda']
1053,2014-05-16,"['waffles', 'rolls/buns']"
1053,2014-05-23,"['whole milk', 'sugar']"
1053,2014-11-05,"['frozen vegetables', 'chicken']"
1053,2014-12-10,"['whole milk', 'other vegetables']"
1053,2015-07-09,"['hamburger meat', 'pastry']"
1054,2014-01-16,"['soda', 'fruit/vegetable juice']"
1054,2015-09-02,"['bottled beer', 'oil']"
1054,2015-10-04,"['margarine', 'citrus fruit', 'frankfurter']"
1054,2015-10-21,"['photo/film', 'other vegetables']"
1055,2014-08-05,"['white wine', 'pork']"
1055,2015-05-25,"['soda', 'newspapers', 'yogurt', 'bottled water']"
1056,2014-09-24,"['whole milk', 'ham']"
1056,2015-09-13,"['other vegetables', 'pip fruit']"
1056,2015-11-09,"['whipped/sour cream', 'meat spreads']"
1057,2014-01-06,"['soda', 'domestic eggs', 'sliced cheese']"
1057,2014-03-05,"['pickled vegetables', 'salty snack']"
1057,2014-06-08,"['UHT-milk', 'tropical fruit']"
1058,2014-05-24,"['chicken', 'other vegetables']"
1058,2014-08-07,"['root vegetables', 'yogurt']"
1058,2015-04-06,"['sausage', 'bottled water']"
1058,2015-11-10,"['root vegetables', 'other vegetables']"
1059,2014-06-11,"['spread cheese', 'dessert']"
1059,2014-06-14,"['cling film/bags', 'sausage', 'salty snack']"
1061,2014-03-17,"['soda', 'fruit/vegetable juice', 'bottled beer']"
1061,2014-05-19,"['chocolate', 'beef']"
1061,2014-07-31,"['hard cheese', 'whipped/sour cream']"
1061,2014-10-23,"['beverages', 'dessert']"
1061,2015-09-05,"['root vegetables', 'tropical fruit', 'whole milk', 'margarine', 'Instant food products']"
1062,2014-01-26,"['whole milk', 'sauces']"
1062,2014-05-08,"['white bread', 'frozen fruits']"
1062,2014-11-07,"['whipped/sour cream', 'ham', 'ketchup']"
1062,2015-04-16,"['whole milk', 'tropical fruit', 'long life bakery product', 'other vegetables']"
1062,2015-09-18,"['whole milk', 'other vegetables', 'butter', 'yogurt', 'shopping bags']"
1063,2014-06-07,"['whole milk', 'citrus fruit']"
1063,2015-01-23,"['rolls/buns', 'candy']"
1064,2014-04-21,"['cream cheese ', 'rolls/buns']"
1064,2014-09-03,"['root vegetables', 'whole milk']"
1064,2015-07-25,"['root vegetables', 'other vegetables', 'long life bakery product']"
1065,2014-01-14,"['whole milk', 'tropical fruit', 'long life bakery product', 'rum']"
1065,2014-01-23,"['soda', 'hamburger meat']"
1065,2014-11-05,"['rolls/buns', 'tropical fruit']"
1065,2014-12-25,"['frozen fish', 'red/blush wine']"
1065,2015-10-27,"['beef', 'dessert']"
1065,2015-11-13,"['tropical fruit', 'frankfurter']"
1066,2014-02-01,"['root vegetables', 'bottled beer']"
1066,2014-05-15,"['whole milk', 'other vegetables']"
1066,2014-06-12,"['shopping bags', 'oil']"
1067,2015-03-05,"['whole milk', 'tropical fruit']"
1067,2015-04-08,"['hamburger meat', 'pork']"
1067,2015-07-20,"['coffee', 'rolls/buns', 'tropical fruit', 'chocolate']"
1068,2014-03-08,"['soda', 'yogurt']"
1068,2015-07-01,"['spread cheese', 'pork']"
1069,2014-01-20,"['rolls/buns', 'pork']"
1069,2014-05-20,"['fruit/vegetable juice', 'brown bread']"
1069,2014-12-18,"['domestic eggs', 'salt']"
1069,2015-08-20,"['bottled beer', 'sliced cheese', 'tropical fruit', 'dishes']"
1070,2014-04-10,"['citrus fruit', 'red/blush wine']"
1070,2014-11-05,"['newspapers', 'cream cheese ']"
1071,2014-09-26,"['fruit/vegetable juice', 'yogurt', 'roll products ']"
1072,2014-06-23,"['ham', 'other vegetables']"
1072,2015-10-23,"['canned beer', 'frankfurter']"
1073,2014-03-21,"['brown bread', 'salt']"
1073,2014-06-05,"['domestic eggs', 'yogurt', 'bottled water']"
1073,2015-06-08,"['prosecco', 'curd', 'pip fruit']"
1073,2015-12-03,"['dishes', 'finished products', 'brown bread']"
1074,2014-01-29,"['candy', 'detergent']"
1074,2014-02-04,"['semi-finished bread', 'ketchup']"
1074,2014-05-08,"['shopping bags', 'oil']"
1074,2015-06-24,"['instant coffee', 'misc. beverages']"
1074,2015-10-16,"['fruit/vegetable juice', 'flower (seeds)']"
1075,2014-06-19,"['UHT-milk', 'canned fish']"
1075,2015-01-29,"['rolls/buns', 'pip fruit']"
1075,2015-07-20,"['dishes', 'frozen meals', 'frankfurter']"
1075,2015-11-19,"['fruit/vegetable juice', 'citrus fruit', 'bottled water', 'frankfurter']"
1076,2014-12-24,"['sausage', 'brown bread']"
1076,2015-05-14,"['butter', 'chicken', 'bottled water', 'frankfurter']"
1076,2015-06-12,"['butter', 'sausage', 'bottled water']"
1076,2015-10-14,"['coffee', 'whole milk', 'ham']"
1077,2014-07-17,"['pasta', 'pastry']"
1077,2014-08-30,"['soda', 'rolls/buns', 'artif. sweetener', 'canned beer']"
1077,2014-09-29,"['white bread', 'brown bread']"
1077,2014-10-07,"['butter', 'other vegetables']"
1077,2014-12-30,"['root vegetables', 'rolls/buns']"
1077,2015-09-12,"['soda', 'tropical fruit']"
1078,2014-08-28,"['soda', 'chicken']"
1078,2015-10-28,"['frankfurter', 'rolls/buns', 'coffee', 'white bread', 'curd']"
1079,2014-10-07,"['sweet spreads', 'red/blush wine', 'bottled water']"
1079,2015-09-09,"['napkins', 'rolls/buns', 'onions']"
1080,2014-11-02,"['soda', 'canned beer']"
1080,2015-05-14,"['root vegetables', 'frozen vegetables', 'pet care']"
1081,2014-02-11,"['yogurt', 'beverages']"
1081,2015-01-21,"['whole milk', 'tropical fruit']"
1081,2015-03-06,"['newspapers', 'frankfurter', 'whole milk', 'other vegetables', 'pastry']"
1081,2015-04-25,"['coffee', 'butter milk']"
1081,2015-05-03,"['tropical fruit', 'specialty bar', 'baking powder', 'bottled beer', 'yogurt']"
1082,2014-03-20,"['hygiene articles', 'bottled water']"
1082,2014-05-13,"['beef', 'margarine', 'other vegetables']"
1083,2014-07-15,"['soda', 'specialty chocolate', 'bathroom cleaner']"
1083,2014-11-15,"['whole milk', 'hamburger meat']"
1083,2015-02-06,"['sliced cheese', 'pork']"
1084,2014-04-18,"['other vegetables', 'pip fruit']"
1085,2014-04-24,"['soda', 'other vegetables', 'shopping bags']"
1085,2014-05-25,"['newspapers', 'yogurt']"
1085,2015-08-15,"['root vegetables', 'citrus fruit']"
1086,2014-07-27,"['soda', 'rolls/buns']"
1086,2014-09-26,"['margarine', 'herbs', 'canned beer']"
1086,2014-12-10,"['whipped/sour cream', 'ice cream']"
1086,2015-11-17,"['soda', 'beef', 'other vegetables', 'curd', 'butter']"
1086,2015-12-28,"['rolls/buns', 'citrus fruit']"
1087,2014-02-26,"['sausage', 'beverages']"
1087,2014-04-20,['whole milk']
1087,2014-06-19,"['specialty chocolate', 'white bread']"
1087,2014-07-25,"['whole milk', 'other vegetables']"
1087,2014-10-13,"['white bread', 'ham']"
1087,2014-12-11,"['coffee', 'berries']"
1087,2014-12-16,"['soda', 'jam', 'flower (seeds)']"
1087,2015-03-19,"['chocolate', 'sausage', 'pip fruit']"
1087,2015-08-14,"['herbs', 'pot plants', 'cake bar']"
1088,2015-01-14,"['berries', 'yogurt']"
1088,2015-11-09,"['whole milk', 'hard cheese']"
1088,2015-11-30,"['domestic eggs', 'tropical fruit', 'baking powder', 'other vegetables', 'meat']"
1089,2014-12-05,"['yogurt', 'sauces']"
1090,2015-08-31,"['specialty chocolate', 'dishes', 'napkins', 'detergent', 'whisky', 'sausage', 'yogurt', 'pastry']"
1090,2015-10-04,"['beef', 'yogurt']"
1090,2015-10-21,"['whole milk', 'ice cream']"
1092,2014-12-10,"['newspapers', 'yogurt']"
1092,2015-05-16,"['root vegetables', 'soda', 'specialty bar', 'frozen vegetables', 'other vegetables']"
1092,2015-07-03,"['photo/film', 'shopping bags']"
1092,2015-07-27,"['domestic eggs', 'bottled water', 'rolls/buns', 'Instant food products', 'bottled beer', 'sausage', 'grapes', 'salty snack']"
1092,2015-10-09,"['bottled beer', 'other vegetables', 'frankfurter']"
1093,2015-03-28,"['domestic eggs', 'dessert']"
1094,2014-03-11,"['whole milk', 'brown bread']"
1094,2014-07-24,"['whole milk', 'waffles', 'pasta']"
1094,2014-08-18,"['newspapers', 'salty snack']"
1094,2014-08-26,"['chocolate marshmallow', 'other vegetables']"
1094,2014-12-11,"['flour', 'detergent', 'hamburger meat']"
1094,2015-01-07,"['root vegetables', 'sausage', 'tropical fruit', 'misc. beverages']"
1094,2015-05-16,"['soda', 'tropical fruit']"
1094,2015-09-08,"['whole milk', 'sausage']"
1095,2014-03-25,"['yogurt', 'shopping bags']"
1095,2014-08-06,"['pickled vegetables', 'flour']"
1095,2015-10-30,"['pork', 'domestic eggs', 'bottled water', 'packaged fruit/vegetables']"
1096,2015-07-28,"['fruit/vegetable juice', 'pip fruit']"
1097,2014-04-16,"['whole milk', 'sausage', 'cake bar']"
1097,2014-05-03,"['root vegetables', 'shopping bags']"
1097,2014-10-12,"['whipped/sour cream', 'curd', 'shopping bags']"
1097,2014-11-26,"['whole milk', 'hard cheese']"
1097,2015-09-25,"['whipped/sour cream', 'bottled water', 'frankfurter']"
1097,2015-11-01,"['soda', 'whole milk', 'tropical fruit', 'curd']"
1098,2014-02-25,"['citrus fruit', 'dessert']"
1098,2014-07-19,"['candy', 'tropical fruit']"
1098,2015-01-19,"['rolls/buns', 'cat food', 'shopping bags']"
1098,2015-05-07,"['napkins', 'rolls/buns', 'canned beer']"
1098,2015-08-05,"['specialty chocolate', 'tropical fruit', 'frankfurter', 'whole milk', 'citrus fruit', 'hard cheese', 'yogurt', 'canned beer']"
1098,2015-09-27,"['root vegetables', 'frozen vegetables', 'bottled water', 'cat food']"
1098,2015-11-12,"['other vegetables', 'grapes']"
1099,2014-07-18,"['brown bread', 'pip fruit']"
1099,2014-08-29,"['root vegetables', 'instant coffee']"
1099,2015-08-13,"['spread cheese', 'pork']"
1100,2014-02-20,"['pasta', 'hamburger meat']"
1100,2014-12-18,"['whole milk', 'yogurt']"
1100,2015-03-12,"['soda', 'hygiene articles', 'pudding powder', 'butter milk', 'butter', 'grapes']"
1101,2014-09-07,"['whole milk', 'processed cheese']"
1101,2014-12-25,"['sparkling wine', 'brown bread']"
1101,2014-12-28,"['rolls/buns', 'other vegetables', 'whipped/sour cream']"
1102,2014-02-14,"['root vegetables', 'frozen vegetables']"
1102,2014-04-13,"['white wine', 'candy']"
1102,2014-09-30,"['beverages', 'yogurt', 'brown bread']"
1102,2015-06-27,"['white bread', 'detergent', 'other vegetables']"
1103,2014-05-25,"['candles', 'chicken', 'pastry']"
1103,2014-07-12,"['herbs', 'ice cream']"
1103,2014-07-28,"['waffles', 'hygiene articles', 'tea']"
1103,2014-11-22,"['cream', 'yogurt']"
1104,2014-05-09,"['root vegetables', 'yogurt']"
1104,2015-01-04,"['herbs', 'rolls/buns', 'yogurt', 'other vegetables']"
1104,2015-03-18,"['domestic eggs', 'yogurt']"
1104,2015-10-27,"['whole milk', 'pork']"
1105,2014-06-14,"['white bread', 'other vegetables']"
1105,2015-05-22,"['tropical fruit', 'whole milk', 'yogurt', 'bottled water']"
1107,2014-05-15,"['specialty fat', 'beef', 'newspapers']"
1107,2014-06-14,"['newspapers', 'onions']"
1107,2014-07-22,"['semi-finished bread', 'rolls/buns']"
1107,2014-08-13,"['whole milk', 'pastry']"
1107,2014-09-26,"['rolls/buns', 'shopping bags']"
1107,2015-01-03,"['chicken', 'rolls/buns', 'spread cheese', 'liver loaf', 'shopping bags']"
1107,2015-05-06,"['citrus fruit', 'misc. beverages']"
1107,2015-10-01,"['citrus fruit', 'misc. beverages']"
1108,2014-05-22,"['canned beer', 'whipped/sour cream', 'grapes', 'pastry']"
1108,2014-06-25,"['specialty cheese', 'frozen potato products']"
1108,2014-08-22,"['oil', 'pastry', 'salty snack']"
1108,2015-07-30,"['whole milk', 'brown bread', 'shopping bags']"
1109,2014-06-19,"['chocolate', 'whole milk']"
1109,2014-10-14,"['sugar', 'curd']"
1109,2014-10-31,"['margarine', 'pip fruit']"
1109,2014-11-22,"['salty snack', 'pastry', 'pip fruit']"
1109,2015-04-06,"['margarine', 'frozen vegetables', 'citrus fruit']"
1110,2014-05-30,"['yogurt', 'margarine']"
1110,2014-09-22,"['pickled vegetables', 'liquor']"
1110,2014-10-13,"['chocolate', 'bottled water']"
1110,2014-12-11,"['soda', 'salty snack']"
1110,2015-09-09,"['yogurt', 'ham']"
1110,2015-11-15,"['dishes', 'baking powder', 'curd', 'pastry', 'butter', 'margarine']"
1110,2015-11-20,"['soda', 'whole milk']"
1111,2014-03-03,"['soda', 'whole milk', 'frozen vegetables', 'UHT-milk']"
1111,2014-05-07,"['whipped/sour cream', 'other vegetables']"
1111,2014-10-24,"['flour', 'bottled water', 'sugar']"
1111,2015-11-20,"['semi-finished bread', 'beef']"
1112,2015-04-09,"['newspapers', 'jam', 'dish cleaner', 'ice cream']"
1113,2014-01-07,"['whole milk', 'newspapers', 'yogurt']"
1113,2014-02-02,"['curd', 'canned beer']"
1113,2015-03-29,"['pudding powder', 'domestic eggs', 'pork']"
1113,2015-08-05,"['bottled beer', 'baking powder', 'specialty bar']"
1114,2014-04-25,"['chocolate', 'brown bread', 'salty snack']"
1114,2014-09-04,"['root vegetables', 'shopping bags']"
1114,2014-12-14,"['root vegetables', 'citrus fruit']"
1114,2015-03-12,"['dessert', 'sausage', 'dog food', 'shopping bags']"
1114,2015-04-26,"['chicken', 'shopping bags']"
1114,2015-07-10,"['UHT-milk', 'white bread', 'misc. beverages']"
1115,2014-07-31,"['root vegetables', 'turkey']"
1115,2014-08-03,"['butter', 'other vegetables']"
1115,2014-09-15,"['whipped/sour cream', 'yogurt']"
1115,2015-01-22,"['yogurt', 'other vegetables']"
1116,2014-03-06,"['napkins', 'other vegetables']"
1116,2014-06-22,"['canned vegetables', 'soda', 'brown bread', 'butter milk']"
1116,2014-08-11,"['other vegetables', 'zwieback']"
1116,2014-09-27,"['soda', 'brown bread']"
1116,2015-01-29,"['root vegetables', 'newspapers', 'liquor', 'cream cheese ', 'other vegetables', 'hard cheese']"
1116,2015-07-23,"['chicken', 'bottled water']"
1116,2015-10-08,"['newspapers', 'white bread', 'rolls/buns', 'beverages']"
1116,2015-11-29,"['rolls/buns', 'frankfurter']"
1117,2015-05-24,"['whole milk', 'whipped/sour cream', 'meat']"
1118,2014-03-02,"['bottled beer', 'frozen vegetables', 'sliced cheese']"
1118,2014-11-07,"['canned beer', 'processed cheese', 'pip fruit']"
1118,2014-12-09,"['berries', 'condensed milk']"
1118,2015-05-13,"['pickled vegetables', 'curd', 'house keeping products', 'rolls/buns']"
1118,2015-07-27,"['yogurt', 'ham']"
1118,2015-12-25,"['butter', 'whole milk', 'hair spray', 'pastry']"
1119,2015-02-04,"['whole milk', 'grapes']"
1120,2014-08-21,"['tropical fruit', 'sugar']"
1120,2015-01-14,"['soda', 'newspapers', 'white bread', 'UHT-milk']"
1120,2015-06-08,"['meat', 'other vegetables']"
1120,2015-06-11,"['other vegetables', 'specialty bar']"
1120,2015-07-14,"['citrus fruit', 'brown bread']"
1120,2015-09-26,"['tropical fruit', 'chocolate marshmallow', 'condensed milk', 'pastry', 'rice']"
1121,2014-03-15,"['coffee', 'shopping bags']"
1122,2014-09-25,"['chicken', 'dishes']"
1122,2015-06-25,"['root vegetables', 'frozen vegetables']"
1122,2015-12-21,"['citrus fruit', 'bottled water']"
